Periodicity;Year;Month;Quarter;Transactions / Sales;Sector;Value in different units;Date_Object;Date;Name
Monthly;2017;SEP;;Telecommunication;Sales;121648.0349;2017-09-01;SEP 2017;Telecommunication :  Sales
Monthly;2017;OCT;;Telecommunication;Sales;159811.1486;2017-10-01;OCT 2017;Telecommunication :  Sales
Monthly;2017;NOV;;Telecommunication;Sales;186678.9378;2017-11-01;NOV 2017;Telecommunication :  Sales
Monthly;2017;DEC;;Education;Number of Transactions;160.619;2017-12-01;DEC 2017;Education :  Number of Transactions
Monthly;2017;MAR;;Education;Sales;447250.415609999;2017-03-01;MAR 2017;Education :  Sales
Monthly;2017;APR;;Education;Sales;438878.022479999;2017-04-01;APR 2017;Education :  Sales
Monthly;2017;AUG;;Education;Sales;256047.936;2017-08-01;AUG 2017;Education :  Sales
Monthly;2017;NOV;;Education;Sales;411624.6855;2017-11-01;NOV 2017;Education :  Sales
Monthly;2017;DEC;;Education;Sales;818294.882909996;2017-12-01;DEC 2017;Education :  Sales
Monthly;2017;MAY;;Public Utilities;Number of Transactions;384.963;2017-05-01;MAY 2017;Public Utilities :  Number of Transactions
Monthly;2017;OCT;;Public Utilities;Number of Transactions;351.317;2017-10-01;OCT 2017;Public Utilities :  Number of Transactions
Monthly;2017;APR;;Public Utilities;Sales;152388.97988;2017-04-01;APR 2017;Public Utilities :  Sales
Monthly;2017;AUG;;Public Utilities;Sales;255379.88292;2017-08-01;AUG 2017;Public Utilities :  Sales
Monthly;2017;NOV;;Public Utilities;Sales;261556.7437;2017-11-01;NOV 2017;Public Utilities :  Sales
Monthly;2017;OCT;;Others;Number of Transactions;6382.154;2017-10-01;OCT 2017;Others :  Number of Transactions
Monthly;2017;FEB;;Others;Sales;1140794.29492017;2017-02-01;FEB 2017;Others :  Sales
Monthly;2017;JUN;;Others;Sales;1348876.1034598;2017-06-01;JUN 2017;Others :  Sales
Monthly;2017;OCT;;Others;Sales;1310026.4154001;2017-10-01;OCT 2017;Others :  Sales
Monthly;2017;NOV;;Others;Sales;1290160.8476801;2017-11-01;NOV 2017;Others :  Sales
Monthly;2017;MAY;;Total;Number of Transactions;61152.539;2017-05-01;MAY 2017;Total :  Number of Transactions
Monthly;2017;JUN;;Total;Number of Transactions;60737.403;2017-06-01;JUN 2017;Total :  Number of Transactions
Monthly;2017;JAN;;Total;Sales;15754351.635;2017-01-01;JAN 2017;Total :  Sales
Monthly;2017;JUN;;Total;Sales;18075795.768;2017-06-01;JUN 2017;Total :  Sales
Annually;2017;;;Health;Sales;18477301.2458499;2017-01-01;2017;Health :  Sales
Annually;2017;;;Restaurants & Café;Sales;12921687.2180497;2017-01-01;2017;Restaurants & Café :  Sales
Annually;2017;;;Hotels;Sales;6557871.54462995;2017-01-01;2017;Hotels :  Sales
Annually;2017;;;Beverage and Food;Number of Transactions;171956.988;2017-01-01;2017;Beverage and Food :  Number of Transactions
Annually;2017;;;Total;Number of Transactions;708119.183;2017-01-01;2017;Total :  Number of Transactions
Quarterly;2017;;Q2;Transportation;Number of Transactions;3956.371;2017-04-01;Q2 2017;Transportation :  Number of Transactions
Quarterly;2017;;Q1;Health;Number of Transactions;23827.168;2017-01-01;Q1 2017;Health :  Number of Transactions
Quarterly;2017;;Q2;Health;Number of Transactions;25144.462;2017-04-01;Q2 2017;Health :  Number of Transactions
Quarterly;2017;;Q2;Health;Sales;4556721.52610998;2017-04-01;Q2 2017;Health :  Sales
Quarterly;2017;;Q3;Health;Sales;4481528.01242;2017-07-01;Q3 2017;Health :  Sales
Quarterly;2017;;Q1;Restaurants & Café;Sales;2896874.04743994;2017-01-01;Q1 2017;Restaurants & Café :  Sales
Quarterly;2017;;Q3;Clothing and Footwear;Number of Transactions;23244.785;2017-07-01;Q3 2017;Clothing and Footwear :  Number of Transactions
Quarterly;2017;;Q4;Clothing and Footwear;Number of Transactions;24024.7;2017-10-01;Q4 2017;Clothing and Footwear :  Number of Transactions
Quarterly;2017;;Q2;Recreation and Culture;Number of Transactions;6019.826;2017-04-01;Q2 2017;Recreation and Culture :  Number of Transactions
Quarterly;2017;;Q1;Recreation and Culture;Sales;1816091.04889;2017-01-01;Q1 2017;Recreation and Culture :  Sales
Quarterly;2017;;Q3;Recreation and Culture;Sales;1912569.96081;2017-07-01;Q3 2017;Recreation and Culture :  Sales
Quarterly;2017;;Q1;Miscellaneous Goods and Services;Number of Transactions;6749.429;2017-01-01;Q1 2017;Miscellaneous Goods and Services :  Number of Transactions
Quarterly;2017;;Q4;Electronic & Electric Devices;Number of Transactions;3868.958;2017-10-01;Q4 2017;Electronic & Electric Devices :  Number of Transactions
Quarterly;2017;;Q4;Electronic & Electric Devices;Sales;2676292.74359997;2017-10-01;Q4 2017;Electronic & Electric Devices :  Sales
Quarterly;2017;;Q1;Construction & Building Materials;Number of Transactions;1683.515;2017-01-01;Q1 2017;Construction & Building Materials :  Number of Transactions
Quarterly;2017;;Q2;Jewelry;Number of Transactions;2253.436;2017-04-01;Q2 2017;Jewelry :  Number of Transactions
Quarterly;2017;;Q4;Telecommunication;Number of Transactions;1127.78;2017-10-01;Q4 2017;Telecommunication :  Number of Transactions
Quarterly;2017;;Q3;Education;Sales;1793016.55583;2017-07-01;Q3 2017;Education :  Sales
Quarterly;2017;;Q4;Education;Sales;1741291.31841;2017-10-01;Q4 2017;Education :  Sales
Quarterly;2017;;Q1;Public Utilities;Number of Transactions;926.953;2017-01-01;Q1 2017;Public Utilities :  Number of Transactions
Quarterly;2017;;Q2;Others;Number of Transactions;14215.212;2017-04-01;Q2 2017;Others :  Number of Transactions
Quarterly;2017;;Q1;Others;Sales;3747545.04173063;2017-01-01;Q1 2017;Others :  Sales
Monthly;2017;SEP;;Transportation;Number of Transactions;1124.791;2017-09-01;SEP 2017;Transportation :  Number of Transactions
Monthly;2017;NOV;;Transportation;Number of Transactions;1348.743;2017-11-01;NOV 2017;Transportation :  Number of Transactions
Monthly;2017;AUG;;Transportation;Sales;1679047.83720999;2017-08-01;AUG 2017;Transportation :  Sales
Monthly;2017;SEP;;Transportation;Sales;1133823.5504;2017-09-01;SEP 2017;Transportation :  Sales
Monthly;2017;MAR;;Health;Number of Transactions;8820.154;2017-03-01;MAR 2017;Health :  Number of Transactions
Monthly;2017;DEC;;Health;Number of Transactions;9975.985;2017-12-01;DEC 2017;Health :  Number of Transactions
Monthly;2017;APR;;Health;Sales;1531392.78239999;2017-04-01;APR 2017;Health :  Sales
Monthly;2017;AUG;;Health;Sales;1613452.50623;2017-08-01;AUG 2017;Health :  Sales
Monthly;2017;NOV;;Restaurants & Café;Number of Transactions;14672.151;2017-11-01;NOV 2017;Restaurants & Café :  Number of Transactions
Monthly;2017;JUN;;Restaurants & Café;Sales;1048395.70862998;2017-06-01;JUN 2017;Restaurants & Café :  Sales
Monthly;2017;SEP;;Restaurants & Café;Sales;1056967.80598997;2017-09-01;SEP 2017;Restaurants & Café :  Sales
Monthly;2017;NOV;;Restaurants & Café;Sales;1176031.21540997;2017-11-01;NOV 2017;Restaurants & Café :  Sales
Monthly;2017;MAR;;Hotels;Number of Transactions;688.288;2017-03-01;MAR 2017;Hotels :  Number of Transactions
Monthly;2017;JUN;;Hotels;Number of Transactions;689.691;2017-06-01;JUN 2017;Hotels :  Number of Transactions
Monthly;2017;JUL;;Hotels;Number of Transactions;730.914;2017-07-01;JUL 2017;Hotels :  Number of Transactions
Monthly;2017;AUG;;Hotels;Number of Transactions;681.017;2017-08-01;AUG 2017;Hotels :  Number of Transactions
Monthly;2017;NOV;;Hotels;Number of Transactions;657.894;2017-11-01;NOV 2017;Hotels :  Number of Transactions
Monthly;2017;MAY;;Hotels;Sales;603313.613559995;2017-05-01;MAY 2017;Hotels :  Sales
Monthly;2017;JUN;;Hotels;Sales;767988.746409994;2017-06-01;JUN 2017;Hotels :  Sales
Monthly;2017;NOV;;Hotels;Sales;492230.446259997;2017-11-01;NOV 2017;Hotels :  Sales
Monthly;2017;JAN;;Beverage and Food;Number of Transactions;12099.54;2017-01-01;JAN 2017;Beverage and Food :  Number of Transactions
Monthly;2017;JAN;;Beverage and Food;Sales;1785648.11303998;2017-01-01;JAN 2017;Beverage and Food :  Sales
Monthly;2017;MAY;;Beverage and Food;Sales;2635738.24781999;2017-05-01;MAY 2017;Beverage and Food :  Sales
Monthly;2017;OCT;;Beverage and Food;Sales;2151413.75;2017-10-01;OCT 2017;Beverage and Food :  Sales
Monthly;2017;FEB;;Clothing and Footwear;Number of Transactions;6082.375;2017-02-01;FEB 2017;Clothing and Footwear :  Number of Transactions
Monthly;2017;SEP;;Clothing and Footwear;Number of Transactions;6854.008;2017-09-01;SEP 2017;Clothing and Footwear :  Number of Transactions
Monthly;2017;JAN;;Clothing and Footwear;Sales;2056422.8370299;2017-01-01;JAN 2017;Clothing and Footwear :  Sales
Monthly;2017;FEB;;Clothing and Footwear;Sales;1612597.18955992;2017-02-01;FEB 2017;Clothing and Footwear :  Sales
Monthly;2017;MAR;;Clothing and Footwear;Sales;2013365.07104991;2017-03-01;MAR 2017;Clothing and Footwear :  Sales
Monthly;2017;MAY;;Clothing and Footwear;Sales;2456327.75462;2017-05-01;MAY 2017;Clothing and Footwear :  Sales
Monthly;2017;JUN;;Clothing and Footwear;Sales;3792539.40155028;2017-06-01;JUN 2017;Clothing and Footwear :  Sales
Monthly;2017;NOV;;Clothing and Footwear;Sales;2049319.341;2017-11-01;NOV 2017;Clothing and Footwear :  Sales
Monthly;2017;FEB;;Recreation and Culture;Number of Transactions;1748.725;2017-02-01;FEB 2017;Recreation and Culture :  Number of Transactions
Monthly;2017;MAR;;Recreation and Culture;Number of Transactions;1770.424;2017-03-01;MAR 2017;Recreation and Culture :  Number of Transactions
Monthly;2017;DEC;;Recreation and Culture;Number of Transactions;2329.316;2017-12-01;DEC 2017;Recreation and Culture :  Number of Transactions
Monthly;2017;MAR;;Recreation and Culture;Sales;595944.314109998;2017-03-01;MAR 2017;Recreation and Culture :  Sales
Monthly;2017;APR;;Recreation and Culture;Sales;551354.12413;2017-04-01;APR 2017;Recreation and Culture :  Sales
Monthly;2017;MAY;;Recreation and Culture;Sales;757594.549749995;2017-05-01;MAY 2017;Recreation and Culture :  Sales
Monthly;2017;JUN;;Recreation and Culture;Sales;830211.280489995;2017-06-01;JUN 2017;Recreation and Culture :  Sales
Monthly;2017;NOV;;Recreation and Culture;Sales;732411.9626;2017-11-01;NOV 2017;Recreation and Culture :  Sales
Monthly;2017;DEC;;Recreation and Culture;Sales;870885.404799998;2017-12-01;DEC 2017;Recreation and Culture :  Sales
Monthly;2017;APR;;Miscellaneous Goods and Services;Number of Transactions;2249.743;2017-04-01;APR 2017;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2017;MAR;;Miscellaneous Goods and Services;Sales;1490827.95158998;2017-03-01;MAR 2017;Miscellaneous Goods and Services :  Sales
Monthly;2017;MAY;;Miscellaneous Goods and Services;Sales;1683747.37736998;2017-05-01;MAY 2017;Miscellaneous Goods and Services :  Sales
Monthly;2017;JUN;;Electronic & Electric Devices;Number of Transactions;1009.316;2017-06-01;JUN 2017;Electronic & Electric Devices :  Number of Transactions
Monthly;2017;JUL;;Electronic & Electric Devices;Number of Transactions;1070.272;2017-07-01;JUL 2017;Electronic & Electric Devices :  Number of Transactions
Monthly;2017;OCT;;Electronic & Electric Devices;Number of Transactions;1218.954;2017-10-01;OCT 2017;Electronic & Electric Devices :  Number of Transactions
Monthly;2017;JAN;;Electronic & Electric Devices;Sales;786050.735839987;2017-01-01;JAN 2017;Electronic & Electric Devices :  Sales
Monthly;2017;MAY;;Electronic & Electric Devices;Sales;1014775.43079999;2017-05-01;MAY 2017;Electronic & Electric Devices :  Sales
Monthly;2017;JUN;;Furniture;Number of Transactions;756.896;2017-06-01;JUN 2017;Furniture :  Number of Transactions
Monthly;2017;AUG;;Furniture;Sales;692413.555029993;2017-08-01;AUG 2017;Furniture :  Sales
Monthly;2017;NOV;;Furniture;Sales;752892.983169994;2017-11-01;NOV 2017;Furniture :  Sales
Monthly;2017;JAN;;Construction & Building Materials;Number of Transactions;558.508;2017-01-01;JAN 2017;Construction & Building Materials :  Number of Transactions
Monthly;2017;JUN;;Construction & Building Materials;Number of Transactions;463.675;2017-06-01;JUN 2017;Construction & Building Materials :  Number of Transactions
Monthly;2017;MAY;;Jewelry;Number of Transactions;675.531;2017-05-01;MAY 2017;Jewelry :  Number of Transactions
Monthly;2017;JUN;;Jewelry;Number of Transactions;1027.917;2017-06-01;JUN 2017;Jewelry :  Number of Transactions
Monthly;2017;NOV;;Jewelry;Number of Transactions;460.516;2017-11-01;NOV 2017;Jewelry :  Number of Transactions
Monthly;2017;DEC;;Jewelry;Number of Transactions;578.429;2017-12-01;DEC 2017;Jewelry :  Number of Transactions
Monthly;2017;FEB;;Jewelry;Sales;801153.876119988;2017-02-01;FEB 2017;Jewelry :  Sales
Monthly;2017;MAY;;Jewelry;Sales;1056174.71018998;2017-05-01;MAY 2017;Jewelry :  Sales
Monthly;2017;JUN;;Jewelry;Sales;1618662.75529998;2017-06-01;JUN 2017;Jewelry :  Sales
Monthly;2017;OCT;;Jewelry;Sales;775608.567979989;2017-10-01;OCT 2017;Jewelry :  Sales
Monthly;2017;NOV;;Jewelry;Sales;777533.77518999;2017-11-01;NOV 2017;Jewelry :  Sales
Monthly;2017;DEC;;Jewelry;Sales;1210318.35394998;2017-12-01;DEC 2017;Jewelry :  Sales
Monthly;2017;JUN;;Telecommunication;Number of Transactions;306.775;2017-06-01;JUN 2017;Telecommunication :  Number of Transactions
Monthly;2017;DEC;;Telecommunication;Number of Transactions;399.058;2017-12-01;DEC 2017;Telecommunication :  Number of Transactions
Monthly;2017;JAN;;Telecommunication;Sales;197940.63284;2017-01-01;JAN 2017;Telecommunication :  Sales
Monthly;2017;MAR;;Telecommunication;Sales;169643.17778;2017-03-01;MAR 2017;Telecommunication :  Sales
Monthly;2017;JUN;;Telecommunication;Sales;183437.22205;2017-06-01;JUN 2017;Telecommunication :  Sales
Monthly;2017;DEC;;Telecommunication;Sales;203438.33967;2017-12-01;DEC 2017;Telecommunication :  Sales
Monthly;2017;SEP;;Education;Number of Transactions;258.124;2017-09-01;SEP 2017;Education :  Number of Transactions
Monthly;2017;JUL;;Public Utilities;Sales;230824.00009;2017-07-01;JUL 2017;Public Utilities :  Sales
Monthly;2017;OCT;;Public Utilities;Sales;277621.7601;2017-10-01;OCT 2017;Public Utilities :  Sales
Monthly;2017;JUN;;Others;Number of Transactions;6346.657;2017-06-01;JUN 2017;Others :  Number of Transactions
Monthly;2017;SEP;;Others;Number of Transactions;5736.953;2017-09-01;SEP 2017;Others :  Number of Transactions
Monthly;2017;FEB;;Total;Number of Transactions;47419.526;2017-02-01;FEB 2017;Total :  Number of Transactions
Monthly;2017;MAR;;Total;Number of Transactions;55266.126;2017-03-01;MAR 2017;Total :  Number of Transactions
Monthly;2017;JUL;;Total;Number of Transactions;54433.195;2017-07-01;JUL 2017;Total :  Number of Transactions
Monthly;2017;SEP;;Total;Number of Transactions;56276.077;2017-09-01;SEP 2017;Total :  Number of Transactions
Monthly;2017;OCT;;Total;Number of Transactions;64271.048;2017-10-01;OCT 2017;Total :  Number of Transactions
Monthly;2017;DEC;;Total;Number of Transactions;72175.327;2017-12-01;DEC 2017;Total :  Number of Transactions
Monthly;2017;FEB;;Total;Sales;14159895.255;2017-02-01;FEB 2017;Total :  Sales
Monthly;2017;MAR;;Total;Sales;16312754.394;2017-03-01;MAR 2017;Total :  Sales
Monthly;2017;APR;;Total;Sales;16471483.576;2017-04-01;APR 2017;Total :  Sales
Monthly;2017;DEC;;Total;Sales;20217022.0;2017-12-01;DEC 2017;Total :  Sales
Annually;2017;;;Transportation;Sales;17557684.7466399;2017-01-01;2017;Transportation :  Sales
Annually;2017;;;Recreation and Culture;Number of Transactions;23516.371;2017-01-01;2017;Recreation and Culture :  Number of Transactions
Annually;2017;;;Furniture;Sales;8321668.16097992;2017-01-01;2017;Furniture :  Sales
Annually;2017;;;Education;Sales;6277652.90584999;2017-01-01;2017;Education :  Sales
Annually;2017;;;Others;Sales;16144465.1003315;2017-01-01;2017;Others :  Sales
Quarterly;2017;;Q4;Transportation;Number of Transactions;4209.761;2017-10-01;Q4 2017;Transportation :  Number of Transactions
Quarterly;2017;;Q2;Transportation;Sales;4428062.00913998;2017-04-01;Q2 2017;Transportation :  Sales
Quarterly;2017;;Q3;Transportation;Sales;4487408.69631999;2017-07-01;Q3 2017;Transportation :  Sales
Quarterly;2017;;Q1;Health;Sales;4437746.32223997;2017-01-01;Q1 2017;Health :  Sales
Quarterly;2017;;Q1;Restaurants & Café;Number of Transactions;29746.368;2017-01-01;Q1 2017;Restaurants & Café :  Number of Transactions
Quarterly;2017;;Q2;Restaurants & Café;Number of Transactions;31954.201;2017-04-01;Q2 2017;Restaurants & Café :  Number of Transactions
Quarterly;2017;;Q3;Restaurants & Café;Sales;3293464.90329991;2017-07-01;Q3 2017;Restaurants & Café :  Sales
Quarterly;2017;;Q4;Restaurants & Café;Sales;3627403.59001989;2017-10-01;Q4 2017;Restaurants & Café :  Sales
Quarterly;2017;;Q3;Hotels;Number of Transactions;2008.855;2017-07-01;Q3 2017;Hotels :  Number of Transactions
Quarterly;2017;;Q4;Hotels;Number of Transactions;2018.896;2017-10-01;Q4 2017;Hotels :  Number of Transactions
Quarterly;2017;;Q3;Hotels;Sales;1460556.73899999;2017-07-01;Q3 2017;Hotels :  Sales
Quarterly;2017;;Q4;Hotels;Sales;1542059.11724999;2017-10-01;Q4 2017;Hotels :  Sales
Quarterly;2017;;Q2;Beverage and Food;Number of Transactions;43489.956;2017-04-01;Q2 2017;Beverage and Food :  Number of Transactions
Quarterly;2017;;Q3;Beverage and Food;Number of Transactions;41904.354;2017-07-01;Q3 2017;Beverage and Food :  Number of Transactions
Quarterly;2017;;Q4;Beverage and Food;Number of Transactions;48898.472;2017-10-01;Q4 2017;Beverage and Food :  Number of Transactions
Quarterly;2017;;Q4;Recreation and Culture;Number of Transactions;6915.474;2017-10-01;Q4 2017;Recreation and Culture :  Number of Transactions
Quarterly;2017;;Q4;Miscellaneous Goods and Services;Sales;5455054.05627992;2017-10-01;Q4 2017;Miscellaneous Goods and Services :  Sales
Quarterly;2017;;Q1;Electronic & Electric Devices;Number of Transactions;3069.442;2017-01-01;Q1 2017;Electronic & Electric Devices :  Number of Transactions
Quarterly;2017;;Q1;Furniture;Number of Transactions;2023.587;2017-01-01;Q1 2017;Furniture :  Number of Transactions
Quarterly;2017;;Q4;Furniture;Number of Transactions;2786.576;2017-10-01;Q4 2017;Furniture :  Number of Transactions
Quarterly;2017;;Q1;Furniture;Sales;1832507.44066998;2017-01-01;Q1 2017;Furniture :  Sales
Quarterly;2017;;Q3;Furniture;Sales;1895953.22069998;2017-07-01;Q3 2017;Furniture :  Sales
Quarterly;2017;;Q3;Construction & Building Materials;Number of Transactions;1699.967;2017-07-01;Q3 2017;Construction & Building Materials :  Number of Transactions
Quarterly;2017;;Q3;Construction & Building Materials;Sales;2424204.53315998;2017-07-01;Q3 2017;Construction & Building Materials :  Sales
Quarterly;2017;;Q4;Construction & Building Materials;Sales;3042767.15732996;2017-10-01;Q4 2017;Construction & Building Materials :  Sales
Quarterly;2017;;Q3;Jewelry;Sales;2484027.30350997;2017-07-01;Q3 2017;Jewelry :  Sales
Quarterly;2017;;Q1;Telecommunication;Number of Transactions;971.015;2017-01-01;Q1 2017;Telecommunication :  Number of Transactions
Quarterly;2017;;Q4;Telecommunication;Sales;549928.42607;2017-10-01;Q4 2017;Telecommunication :  Sales
Quarterly;2017;;Q2;Education;Sales;1180886.85928;2017-04-01;Q2 2017;Education :  Sales
Quarterly;2017;;Q4;Others;Number of Transactions;20031.126;2017-10-01;Q4 2017;Others :  Number of Transactions
Quarterly;2017;;Q2;Total;Number of Transactions;177356.272;2017-04-01;Q2 2017;Total :  Number of Transactions
Quarterly;2017;;Q3;Total;Sales;47336078.62;2017-07-01;Q3 2017;Total :  Sales
Monthly;2017;FEB;;Transportation;Number of Transactions;1097.122;2017-02-01;FEB 2017;Transportation :  Number of Transactions
Monthly;2017;APR;;Transportation;Number of Transactions;1355.986;2017-04-01;APR 2017;Transportation :  Number of Transactions
Monthly;2017;OCT;;Transportation;Number of Transactions;1422.328;2017-10-01;OCT 2017;Transportation :  Number of Transactions
Monthly;2017;JAN;;Transportation;Sales;1438214.09385999;2017-01-01;JAN 2017;Transportation :  Sales
Monthly;2017;APR;;Health;Number of Transactions;8544.055;2017-04-01;APR 2017;Health :  Number of Transactions
Monthly;2017;OCT;;Health;Number of Transactions;9814.568;2017-10-01;OCT 2017;Health :  Number of Transactions
Monthly;2017;NOV;;Health;Number of Transactions;9543.534;2017-11-01;NOV 2017;Health :  Number of Transactions
Monthly;2017;MAR;;Health;Sales;1577476.98054999;2017-03-01;MAR 2017;Health :  Sales
Monthly;2017;JUN;;Health;Sales;1473113.00162;2017-06-01;JUN 2017;Health :  Sales
Monthly;2017;OCT;;Health;Sales;1688109.452;2017-10-01;OCT 2017;Health :  Sales
Monthly;2017;JAN;;Restaurants & Café;Number of Transactions;9544.688;2017-01-01;JAN 2017;Restaurants & Café :  Number of Transactions
Monthly;2017;FEB;;Restaurants & Café;Number of Transactions;8910.609;2017-02-01;FEB 2017;Restaurants & Café :  Number of Transactions
Monthly;2017;APR;;Restaurants & Café;Number of Transactions;11245.77;2017-04-01;APR 2017;Restaurants & Café :  Number of Transactions
Monthly;2017;MAY;;Restaurants & Café;Number of Transactions;11584.545;2017-05-01;MAY 2017;Restaurants & Café :  Number of Transactions
Monthly;2017;MAY;;Restaurants & Café;Sales;1033788.83956998;2017-05-01;MAY 2017;Restaurants & Café :  Sales
Monthly;2017;APR;;Hotels;Number of Transactions;747.302;2017-04-01;APR 2017;Hotels :  Number of Transactions
Monthly;2017;FEB;;Beverage and Food;Number of Transactions;11713.221;2017-02-01;FEB 2017;Beverage and Food :  Number of Transactions
Monthly;2017;MAY;;Beverage and Food;Number of Transactions;16397.947;2017-05-01;MAY 2017;Beverage and Food :  Number of Transactions
Monthly;2017;JUL;;Beverage and Food;Number of Transactions;13309.75;2017-07-01;JUL 2017;Beverage and Food :  Number of Transactions
Monthly;2017;MAR;;Beverage and Food;Sales;1932238.76700999;2017-03-01;MAR 2017;Beverage and Food :  Sales
Monthly;2017;AUG;;Beverage and Food;Sales;1967830.52019999;2017-08-01;AUG 2017;Beverage and Food :  Sales
Monthly;2017;DEC;;Beverage and Food;Sales;2330862.43406998;2017-12-01;DEC 2017;Beverage and Food :  Sales
Monthly;2017;MAR;;Clothing and Footwear;Number of Transactions;7692.206;2017-03-01;MAR 2017;Clothing and Footwear :  Number of Transactions
Monthly;2017;APR;;Clothing and Footwear;Number of Transactions;8470.833;2017-04-01;APR 2017;Clothing and Footwear :  Number of Transactions
Monthly;2017;JUN;;Clothing and Footwear;Number of Transactions;13114.319;2017-06-01;JUN 2017;Clothing and Footwear :  Number of Transactions
Monthly;2017;JUL;;Clothing and Footwear;Number of Transactions;6912.814;2017-07-01;JUL 2017;Clothing and Footwear :  Number of Transactions
Monthly;2017;AUG;;Clothing and Footwear;Number of Transactions;9477.963;2017-08-01;AUG 2017;Clothing and Footwear :  Number of Transactions
Monthly;2017;JAN;;Recreation and Culture;Sales;629868.574179997;2017-01-01;JAN 2017;Recreation and Culture :  Sales
Monthly;2017;AUG;;Recreation and Culture;Sales;626434.125929998;2017-08-01;AUG 2017;Recreation and Culture :  Sales
Monthly;2017;SEP;;Recreation and Culture;Sales;782779.4038;2017-09-01;SEP 2017;Recreation and Culture :  Sales
Monthly;2017;MAR;;Miscellaneous Goods and Services;Number of Transactions;2350.13;2017-03-01;MAR 2017;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2017;MAY;;Miscellaneous Goods and Services;Number of Transactions;2611.307;2017-05-01;MAY 2017;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2017;JUN;;Miscellaneous Goods and Services;Number of Transactions;2826.437;2017-06-01;JUN 2017;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2017;JUL;;Miscellaneous Goods and Services;Number of Transactions;2423.579;2017-07-01;JUL 2017;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2017;SEP;;Miscellaneous Goods and Services;Number of Transactions;2563.511;2017-09-01;SEP 2017;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2017;DEC;;Miscellaneous Goods and Services;Number of Transactions;3311.252;2017-12-01;DEC 2017;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2017;JUN;;Miscellaneous Goods and Services;Sales;1618264.86289999;2017-06-01;JUN 2017;Miscellaneous Goods and Services :  Sales
Monthly;2017;AUG;;Electronic & Electric Devices;Number of Transactions;1202.264;2017-08-01;AUG 2017;Electronic & Electric Devices :  Number of Transactions
Monthly;2017;NOV;;Electronic & Electric Devices;Number of Transactions;1311.058;2017-11-01;NOV 2017;Electronic & Electric Devices :  Number of Transactions
Monthly;2017;JAN;;Furniture;Number of Transactions;735.032;2017-01-01;JAN 2017;Furniture :  Number of Transactions
Monthly;2017;AUG;;Furniture;Number of Transactions;791.389;2017-08-01;AUG 2017;Furniture :  Number of Transactions
Monthly;2017;DEC;;Furniture;Number of Transactions;1077.254;2017-12-01;DEC 2017;Furniture :  Number of Transactions
Monthly;2017;APR;;Furniture;Sales;688699.070489993;2017-04-01;APR 2017;Furniture :  Sales
Monthly;2017;JUN;;Furniture;Sales;629108.559589995;2017-06-01;JUN 2017;Furniture :  Sales
Monthly;2017;JUL;;Furniture;Sales;639540.576529996;2017-07-01;JUL 2017;Furniture :  Sales
Monthly;2017;OCT;;Furniture;Sales;687909.620799992;2017-10-01;OCT 2017;Furniture :  Sales
Monthly;2017;MAR;;Construction & Building Materials;Number of Transactions;620.07;2017-03-01;MAR 2017;Construction & Building Materials :  Number of Transactions
Monthly;2017;APR;;Construction & Building Materials;Number of Transactions;654.65;2017-04-01;APR 2017;Construction & Building Materials :  Number of Transactions
Monthly;2017;MAY;;Construction & Building Materials;Number of Transactions;700.556;2017-05-01;MAY 2017;Construction & Building Materials :  Number of Transactions
Monthly;2017;JUL;;Construction & Building Materials;Number of Transactions;567.841;2017-07-01;JUL 2017;Construction & Building Materials :  Number of Transactions
Monthly;2017;APR;;Construction & Building Materials;Sales;1034236.51263999;2017-04-01;APR 2017;Construction & Building Materials :  Sales
Monthly;2017;JUN;;Construction & Building Materials;Sales;525903.551769998;2017-06-01;JUN 2017;Construction & Building Materials :  Sales
Monthly;2017;SEP;;Construction & Building Materials;Sales;694420.494429993;2017-09-01;SEP 2017;Construction & Building Materials :  Sales
Monthly;2017;DEC;;Construction & Building Materials;Sales;1236178.11863998;2017-12-01;DEC 2017;Construction & Building Materials :  Sales
Monthly;2017;MAR;;Jewelry;Number of Transactions;632.525;2017-03-01;MAR 2017;Jewelry :  Number of Transactions
Monthly;2017;SEP;;Jewelry;Number of Transactions;401.251;2017-09-01;SEP 2017;Jewelry :  Number of Transactions
Monthly;2017;OCT;;Jewelry;Number of Transactions;446.041;2017-10-01;OCT 2017;Jewelry :  Number of Transactions
Monthly;2017;JAN;;Jewelry;Sales;1001591.55869998;2017-01-01;JAN 2017;Jewelry :  Sales
Monthly;2017;APR;;Jewelry;Sales;926038.374089986;2017-04-01;APR 2017;Jewelry :  Sales
Monthly;2017;JUL;;Jewelry;Sales;895011.933559989;2017-07-01;JUL 2017;Jewelry :  Sales
Monthly;2017;FEB;;Telecommunication;Number of Transactions;290.898;2017-02-01;FEB 2017;Telecommunication :  Number of Transactions
Monthly;2017;AUG;;Telecommunication;Number of Transactions;354.084;2017-08-01;AUG 2017;Telecommunication :  Number of Transactions
