Periodicity;Year;Month;Quarter;Transactions / Sales;Sector;Value in different units;Date_Object;Date;Name
Monthly;2017;SEP;;Telecommunication;Number of Transactions;286.14;2017-09-01;SEP 2017;Telecommunication :  Number of Transactions
Monthly;2017;OCT;;Telecommunication;Number of Transactions;362.169;2017-10-01;OCT 2017;Telecommunication :  Number of Transactions
Monthly;2017;FEB;;Telecommunication;Sales;163205.68769;2017-02-01;FEB 2017;Telecommunication :  Sales
Monthly;2017;JAN;;Education;Number of Transactions;98.159;2017-01-01;JAN 2017;Education :  Number of Transactions
Monthly;2017;FEB;;Education;Number of Transactions;150.175;2017-02-01;FEB 2017;Education :  Number of Transactions
Monthly;2017;MAR;;Education;Number of Transactions;127.091;2017-03-01;MAR 2017;Education :  Number of Transactions
Monthly;2017;MAY;;Education;Number of Transactions;144.929;2017-05-01;MAY 2017;Education :  Number of Transactions
Monthly;2017;JUL;;Education;Number of Transactions;57.659;2017-07-01;JUL 2017;Education :  Number of Transactions
Monthly;2017;OCT;;Education;Number of Transactions;141.897;2017-10-01;OCT 2017;Education :  Number of Transactions
Monthly;2017;JUN;;Education;Sales;119852.57414;2017-06-01;JUN 2017;Education :  Sales
Monthly;2017;SEP;;Education;Sales;1407826.577;2017-09-01;SEP 2017;Education :  Sales
Monthly;2017;FEB;;Public Utilities;Number of Transactions;279.644;2017-02-01;FEB 2017;Public Utilities :  Number of Transactions
Monthly;2017;DEC;;Public Utilities;Number of Transactions;384.995;2017-12-01;DEC 2017;Public Utilities :  Number of Transactions
Monthly;2017;JAN;;Public Utilities;Sales;143962.59047;2017-01-01;JAN 2017;Public Utilities :  Sales
Monthly;2017;DEC;;Public Utilities;Sales;300164.13018;2017-12-01;DEC 2017;Public Utilities :  Sales
Monthly;2017;FEB;;Others;Number of Transactions;4895.135;2017-02-01;FEB 2017;Others :  Number of Transactions
Monthly;2017;MAR;;Others;Number of Transactions;3499.616;2017-03-01;MAR 2017;Others :  Number of Transactions
Monthly;2017;APR;;Others;Number of Transactions;3517.002;2017-04-01;APR 2017;Others :  Number of Transactions
Monthly;2017;MAY;;Others;Number of Transactions;4351.553;2017-05-01;MAY 2017;Others :  Number of Transactions
Monthly;2017;JAN;;Others;Sales;1277546.93051025;2017-01-01;JAN 2017;Others :  Sales
Monthly;2017;MAR;;Others;Sales;1329203.81630021;2017-03-01;MAR 2017;Others :  Sales
Monthly;2017;DEC;;Others;Sales;1602995.70371016;2017-12-01;DEC 2017;Others :  Sales
Monthly;2017;APR;;Total;Number of Transactions;55466.33;2017-04-01;APR 2017;Total :  Number of Transactions
Monthly;2017;MAY;;Total;Sales;18857800.189;2017-05-01;MAY 2017;Total :  Sales
Monthly;2017;SEP;;Total;Sales;15122606.907;2017-09-01;SEP 2017;Total :  Sales
Monthly;2017;NOV;;Total;Sales;16835678.0;2017-11-01;NOV 2017;Total :  Sales
Annually;2016;;;Transportation;Number of Transactions;13396.65;2016-01-01;2016;Transportation :  Number of Transactions
Annually;2016;;;Transportation;Sales;17566427.26299;2016-01-01;2016;Transportation :  Sales
Annually;2016;;;Hotels;Number of Transactions;6521.283;2016-01-01;2016;Hotels :  Number of Transactions
Annually;2016;;;Clothing and Footwear;Number of Transactions;86329.808;2016-01-01;2016;Clothing and Footwear :  Number of Transactions
Annually;2016;;;Clothing and Footwear;Sales;26132160.5588596;2016-01-01;2016;Clothing and Footwear :  Sales
Annually;2016;;;Recreation and Culture;Number of Transactions;16327.193;2016-01-01;2016;Recreation and Culture :  Number of Transactions
Annually;2016;;;Jewelry;Sales;11484227.3328098;2016-01-01;2016;Jewelry :  Sales
Quarterly;2016;;Q3;Transportation;Sales;4260480.92029999;2016-07-01;Q3 2016;Transportation :  Sales
Quarterly;2016;;Q4;Transportation;Sales;4022622.61133;2016-10-01;Q4 2016;Transportation :  Sales
Quarterly;2016;;Q1;Beverage and Food;Number of Transactions;28192.584;2016-01-01;Q1 2016;Beverage and Food :  Number of Transactions
Quarterly;2016;;Q2;Beverage and Food;Number of Transactions;33139.204;2016-04-01;Q2 2016;Beverage and Food :  Number of Transactions
Quarterly;2016;;Q3;Beverage and Food;Sales;4944112.09214998;2016-07-01;Q3 2016;Beverage and Food :  Sales
Quarterly;2016;;Q4;Clothing and Footwear;Number of Transactions;21215.205;2016-10-01;Q4 2016;Clothing and Footwear :  Number of Transactions
Quarterly;2016;;Q4;Recreation and Culture;Number of Transactions;4597.544;2016-10-01;Q4 2016;Recreation and Culture :  Number of Transactions
Quarterly;2016;;Q4;Miscellaneous Goods and Services;Number of Transactions;7370.601;2016-10-01;Q4 2016;Miscellaneous Goods and Services :  Number of Transactions
Quarterly;2016;;Q3;Electronic & Electric Devices;Sales;2245845.70204998;2016-07-01;Q3 2016;Electronic & Electric Devices :  Sales
Quarterly;2016;;Q3;Furniture;Number of Transactions;1739.567;2016-07-01;Q3 2016;Furniture :  Number of Transactions
Quarterly;2016;;Q4;Furniture;Sales;2004783.48721998;2016-10-01;Q4 2016;Furniture :  Sales
Quarterly;2016;;Q4;Construction & Building Materials;Sales;2693301.73450997;2016-10-01;Q4 2016;Construction & Building Materials :  Sales
Quarterly;2016;;Q3;Jewelry;Number of Transactions;1501.393;2016-07-01;Q3 2016;Jewelry :  Number of Transactions
Quarterly;2016;;Q4;Jewelry;Number of Transactions;1341.524;2016-10-01;Q4 2016;Jewelry :  Number of Transactions
Quarterly;2016;;Q4;Education;Number of Transactions;287.667;2016-10-01;Q4 2016;Education :  Number of Transactions
Quarterly;2016;;Q4;Public Utilities;Number of Transactions;879.862;2016-10-01;Q4 2016;Public Utilities :  Number of Transactions
Quarterly;2016;;Q4;Total;Number of Transactions;146830.094;2016-10-01;Q4 2016;Total :  Number of Transactions
Quarterly;2016;;Q2;Total;Sales;50718792.85;2016-04-01;Q2 2016;Total :  Sales
Monthly;2016;JUN;;Transportation;Number of Transactions;1222.881;2016-06-01;JUN 2016;Transportation :  Number of Transactions
Monthly;2016;DEC;;Transportation;Number of Transactions;1179.985;2016-12-01;DEC 2016;Transportation :  Number of Transactions
Monthly;2016;DEC;;Transportation;Sales;1364873.23334;2016-12-01;DEC 2016;Transportation :  Sales
Monthly;2016;MAY;;Health;Number of Transactions;6751.079;2016-05-01;MAY 2016;Health :  Number of Transactions
Monthly;2016;SEP;;Health;Number of Transactions;6210.585;2016-09-01;SEP 2016;Health :  Number of Transactions
Monthly;2016;OCT;;Health;Number of Transactions;7556.848;2016-10-01;OCT 2016;Health :  Number of Transactions
Monthly;2016;DEC;;Health;Number of Transactions;7771.392;2016-12-01;DEC 2016;Health :  Number of Transactions
Monthly;2016;MAY;;Health;Sales;1512705.14481;2016-05-01;MAY 2016;Health :  Sales
Monthly;2016;JUL;;Health;Sales;1184949.22338;2016-07-01;JUL 2016;Health :  Sales
Monthly;2016;JAN;;Restaurants & Café;Number of Transactions;5157.764;2016-01-01;JAN 2016;Restaurants & Café :  Number of Transactions
Monthly;2016;FEB;;Restaurants & Café;Number of Transactions;5189.208;2016-02-01;FEB 2016;Restaurants & Café :  Number of Transactions
Monthly;2016;SEP;;Restaurants & Café;Number of Transactions;6838.644;2016-09-01;SEP 2016;Restaurants & Café :  Number of Transactions
Monthly;2016;OCT;;Restaurants & Café;Number of Transactions;7466.213;2016-10-01;OCT 2016;Restaurants & Café :  Number of Transactions
Monthly;2016;OCT;;Restaurants & Café;Sales;764983.022759988;2016-10-01;OCT 2016;Restaurants & Café :  Sales
Monthly;2016;DEC;;Restaurants & Café;Sales;927071.010109979;2016-12-01;DEC 2016;Restaurants & Café :  Sales
Monthly;2016;MAR;;Hotels;Number of Transactions;585.918;2016-03-01;MAR 2016;Hotels :  Number of Transactions
Monthly;2016;APR;;Hotels;Number of Transactions;503.14;2016-04-01;APR 2016;Hotels :  Number of Transactions
Monthly;2016;MAY;;Hotels;Number of Transactions;551.938;2016-05-01;MAY 2016;Hotels :  Number of Transactions
Monthly;2016;JUN;;Hotels;Number of Transactions;569.206;2016-06-01;JUN 2016;Hotels :  Number of Transactions
Monthly;2016;JUL;;Hotels;Number of Transactions;581.24;2016-07-01;JUL 2016;Hotels :  Number of Transactions
Monthly;2016;SEP;;Hotels;Number of Transactions;460.635;2016-09-01;SEP 2016;Hotels :  Number of Transactions
Monthly;2016;OCT;;Hotels;Sales;491547.655749998;2016-10-01;OCT 2016;Hotels :  Sales
Monthly;2016;MAR;;Beverage and Food;Number of Transactions;9808.03;2016-03-01;MAR 2016;Beverage and Food :  Number of Transactions
Monthly;2016;JUL;;Beverage and Food;Number of Transactions;9397.3;2016-07-01;JUL 2016;Beverage and Food :  Number of Transactions
Monthly;2016;OCT;;Beverage and Food;Number of Transactions;11863.102;2016-10-01;OCT 2016;Beverage and Food :  Number of Transactions
Monthly;2016;MAR;;Beverage and Food;Sales;1695115.25720999;2016-03-01;MAR 2016;Beverage and Food :  Sales
Monthly;2016;MAY;;Beverage and Food;Sales;2079110.36532999;2016-05-01;MAY 2016;Beverage and Food :  Sales
Monthly;2016;AUG;;Beverage and Food;Sales;1735325.86289999;2016-08-01;AUG 2016;Beverage and Food :  Sales
Monthly;2016;DEC;;Beverage and Food;Sales;1913123.90686999;2016-12-01;DEC 2016;Beverage and Food :  Sales
Monthly;2016;JUL;;Recreation and Culture;Sales;464998.76307;2016-07-01;JUL 2016;Recreation and Culture :  Sales
Monthly;2016;AUG;;Recreation and Culture;Sales;464354.9378;2016-08-01;AUG 2016;Recreation and Culture :  Sales
Monthly;2016;SEP;;Recreation and Culture;Sales;638539.207149999;2016-09-01;SEP 2016;Recreation and Culture :  Sales
Monthly;2016;SEP;;Miscellaneous Goods and Services;Number of Transactions;2178.619;2016-09-01;SEP 2016;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2016;DEC;;Miscellaneous Goods and Services;Number of Transactions;2540.968;2016-12-01;DEC 2016;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2016;SEP;;Miscellaneous Goods and Services;Sales;1134590.23743999;2016-09-01;SEP 2016;Miscellaneous Goods and Services :  Sales
Monthly;2016;OCT;;Miscellaneous Goods and Services;Sales;1215377.67933999;2016-10-01;OCT 2016;Miscellaneous Goods and Services :  Sales
Monthly;2016;DEC;;Miscellaneous Goods and Services;Sales;1371148.33330998;2016-12-01;DEC 2016;Miscellaneous Goods and Services :  Sales
Monthly;2016;MAR;;Electronic & Electric Devices;Number of Transactions;890.796;2016-03-01;MAR 2016;Electronic & Electric Devices :  Number of Transactions
Monthly;2016;AUG;;Electronic & Electric Devices;Number of Transactions;895.343;2016-08-01;AUG 2016;Electronic & Electric Devices :  Number of Transactions
Monthly;2016;NOV;;Electronic & Electric Devices;Number of Transactions;975.073;2016-11-01;NOV 2016;Electronic & Electric Devices :  Number of Transactions
Monthly;2016;MAY;;Electronic & Electric Devices;Sales;1112796.42716999;2016-05-01;MAY 2016;Electronic & Electric Devices :  Sales
Monthly;2016;OCT;;Electronic & Electric Devices;Sales;836629.464929991;2016-10-01;OCT 2016;Electronic & Electric Devices :  Sales
Monthly;2016;DEC;;Electronic & Electric Devices;Sales;803429.68578999;2016-12-01;DEC 2016;Electronic & Electric Devices :  Sales
Monthly;2016;JAN;;Furniture;Number of Transactions;669.622;2016-01-01;JAN 2016;Furniture :  Number of Transactions
Monthly;2016;FEB;;Furniture;Number of Transactions;570.772;2016-02-01;FEB 2016;Furniture :  Number of Transactions
Monthly;2016;MAR;;Furniture;Sales;694419.789699993;2016-03-01;MAR 2016;Furniture :  Sales
Monthly;2016;APR;;Furniture;Sales;684701.658879995;2016-04-01;APR 2016;Furniture :  Sales
Monthly;2016;MAY;;Furniture;Sales;825162.114769994;2016-05-01;MAY 2016;Furniture :  Sales
Monthly;2016;JUN;;Furniture;Sales;743627.445569995;2016-06-01;JUN 2016;Furniture :  Sales
Monthly;2016;MAR;;Construction & Building Materials;Sales;1048414.86202999;2016-03-01;MAR 2016;Construction & Building Materials :  Sales
Monthly;2016;SEP;;Construction & Building Materials;Sales;658903.555759995;2016-09-01;SEP 2016;Construction & Building Materials :  Sales
Monthly;2016;NOV;;Construction & Building Materials;Sales;894558.956019988;2016-11-01;NOV 2016;Construction & Building Materials :  Sales
Monthly;2016;DEC;;Jewelry;Number of Transactions;517.051;2016-12-01;DEC 2016;Jewelry :  Number of Transactions
Monthly;2016;JAN;;Jewelry;Sales;990634.552179987;2016-01-01;JAN 2016;Jewelry :  Sales
Monthly;2016;MAR;;Jewelry;Sales;1040552.20168998;2016-03-01;MAR 2016;Jewelry :  Sales
Monthly;2016;OCT;;Jewelry;Sales;723979.323809991;2016-10-01;OCT 2016;Jewelry :  Sales
Monthly;2016;MAR;;Telecommunication;Number of Transactions;216.681;2016-03-01;MAR 2016;Telecommunication :  Number of Transactions
Monthly;2016;MAY;;Telecommunication;Number of Transactions;263.325;2016-05-01;MAY 2016;Telecommunication :  Number of Transactions
Monthly;2016;MAY;;Telecommunication;Sales;159363.98164;2016-05-01;MAY 2016;Telecommunication :  Sales
Monthly;2016;DEC;;Telecommunication;Sales;191237.30966;2016-12-01;DEC 2016;Telecommunication :  Sales
Monthly;2016;OCT;;Education;Number of Transactions;109.576;2016-10-01;OCT 2016;Education :  Number of Transactions
Monthly;2016;DEC;;Education;Number of Transactions;96.725;2016-12-01;DEC 2016;Education :  Number of Transactions
Monthly;2016;JUL;;Education;Sales;75837.62216;2016-07-01;JUL 2016;Education :  Sales
Monthly;2016;NOV;;Education;Sales;262775.39011;2016-11-01;NOV 2016;Education :  Sales
Monthly;2016;DEC;;Education;Sales;318430.188439999;2016-12-01;DEC 2016;Education :  Sales
Monthly;2016;JAN;;Public Utilities;Number of Transactions;200.472;2016-01-01;JAN 2016;Public Utilities :  Number of Transactions
Monthly;2016;FEB;;Public Utilities;Number of Transactions;195.875;2016-02-01;FEB 2016;Public Utilities :  Number of Transactions
Monthly;2016;JUL;;Public Utilities;Number of Transactions;216.565;2016-07-01;JUL 2016;Public Utilities :  Number of Transactions
Monthly;2016;SEP;;Public Utilities;Number of Transactions;223.205;2016-09-01;SEP 2016;Public Utilities :  Number of Transactions
Monthly;2016;OCT;;Public Utilities;Number of Transactions;290.737;2016-10-01;OCT 2016;Public Utilities :  Number of Transactions
Monthly;2016;JAN;;Public Utilities;Sales;133130.11565;2016-01-01;JAN 2016;Public Utilities :  Sales
Monthly;2016;APR;;Public Utilities;Sales;131708.80295;2016-04-01;APR 2016;Public Utilities :  Sales
Monthly;2016;MAY;;Public Utilities;Sales;164624.534;2016-05-01;MAY 2016;Public Utilities :  Sales
Monthly;2016;FEB;;Others;Number of Transactions;3528.053;2016-02-01;FEB 2016;Others :  Number of Transactions
Monthly;2016;APR;;Others;Number of Transactions;3864.654;2016-04-01;APR 2016;Others :  Number of Transactions
Monthly;2016;DEC;;Others;Number of Transactions;5348.004;2016-12-01;DEC 2016;Others :  Number of Transactions
Monthly;2016;MAR;;Others;Sales;1192363.28319017;2016-03-01;MAR 2016;Others :  Sales
Monthly;2016;JUN;;Others;Sales;1445924.00544981;2016-06-01;JUN 2016;Others :  Sales
Monthly;2016;JUL;;Others;Sales;1055545.7329101;2016-07-01;JUL 2016;Others :  Sales
Monthly;2016;FEB;;Total;Number of Transactions;36435.679;2016-02-01;FEB 2016;Total :  Number of Transactions
Monthly;2016;MAR;;Total;Number of Transactions;40522.562;2016-03-01;MAR 2016;Total :  Number of Transactions
Monthly;2016;APR;;Total;Number of Transactions;40782.271;2016-04-01;APR 2016;Total :  Number of Transactions
Monthly;2016;NOV;;Total;Number of Transactions;48930.804;2016-11-01;NOV 2016;Total :  Number of Transactions
Monthly;2016;DEC;;Total;Number of Transactions;52153.203;2016-12-01;DEC 2016;Total :  Number of Transactions
Monthly;2016;MAR;;Total;Sales;15364729.433;2016-03-01;MAR 2016;Total :  Sales
Monthly;2016;JUL;;Total;Sales;13568342.173;2016-07-01;JUL 2016;Total :  Sales
Monthly;2016;DEC;;Total;Sales;15780496.519;2016-12-01;DEC 2016;Total :  Sales
Annually;2016;;;Restaurants & Café;Number of Transactions;79287.672;2016-01-01;2016;Restaurants & Café :  Number of Transactions
Annually;2016;;;Restaurants & Café;Sales;9507427.81926987;2016-01-01;2016;Restaurants & Café :  Sales
Annually;2016;;;Hotels;Sales;6647082.44776996;2016-01-01;2016;Hotels :  Sales
Annually;2016;;;Miscellaneous Goods and Services;Sales;14714541.4852699;2016-01-01;2016;Miscellaneous Goods and Services :  Sales
Annually;2016;;;Furniture;Sales;7957300.23655993;2016-01-01;2016;Furniture :  Sales
Annually;2016;;;Education;Sales;4873236.22155999;2016-01-01;2016;Education :  Sales
Annually;2016;;;Others;Number of Transactions;52478.221;2016-01-01;2016;Others :  Number of Transactions
Quarterly;2016;;Q4;Transportation;Number of Transactions;3498.02;2016-10-01;Q4 2016;Transportation :  Number of Transactions
Quarterly;2016;;Q1;Health;Number of Transactions;19221.715;2016-01-01;Q1 2016;Health :  Number of Transactions
Quarterly;2016;;Q2;Health;Sales;4415015.16998;2016-04-01;Q2 2016;Health :  Sales
Quarterly;2016;;Q4;Health;Sales;4357340.11628997;2016-10-01;Q4 2016;Health :  Sales
Quarterly;2016;;Q3;Restaurants & Café;Number of Transactions;20327.815;2016-07-01;Q3 2016;Restaurants & Café :  Number of Transactions
Quarterly;2016;;Q1;Restaurants & Café;Sales;2191688.45469997;2016-01-01;Q1 2016;Restaurants & Café :  Sales
Quarterly;2016;;Q2;Restaurants & Café;Sales;2280239.06892998;2016-04-01;Q2 2016;Restaurants & Café :  Sales
Quarterly;2016;;Q3;Restaurants & Café;Sales;2494034.54508997;2016-07-01;Q3 2016;Restaurants & Café :  Sales
Quarterly;2016;;Q4;Restaurants & Café;Sales;2541465.75054995;2016-10-01;Q4 2016;Restaurants & Café :  Sales
Quarterly;2016;;Q3;Hotels;Number of Transactions;1665.052;2016-07-01;Q3 2016;Hotels :  Number of Transactions
Quarterly;2016;;Q4;Hotels;Number of Transactions;1670.915;2016-10-01;Q4 2016;Hotels :  Number of Transactions
Quarterly;2016;;Q4;Hotels;Sales;1558917.16152999;2016-10-01;Q4 2016;Hotels :  Sales
Quarterly;2016;;Q3;Beverage and Food;Number of Transactions;30288.856;2016-07-01;Q3 2016;Beverage and Food :  Number of Transactions
Quarterly;2016;;Q4;Beverage and Food;Number of Transactions;35953.726;2016-10-01;Q4 2016;Beverage and Food :  Number of Transactions
Quarterly;2016;;Q3;Clothing and Footwear;Number of Transactions;21627.012;2016-07-01;Q3 2016;Clothing and Footwear :  Number of Transactions
